Key,Year,CompanyCode,CompanyName,OperatingRevenues,NetIncomeAfterTax,CapitalStock,EPS
2014_6505,2014,6505,台塑化,913085277,9065576,95259597,0.95
2014_8926,2014,8926,台汽電,1651180,1728440,5890486,2.93
2014_9908,2014,9908,大台北,5517446,656741,5163580,1.31
2014_9918,2014,9918,欣天然,2789037,182885,1805375,1.03
2014_9926,2014,9926,新海,2768619,266260,1667634,1.6
2014_9931,2014,9931,欣高,1577204,160761,1022505,1.57
2014_9937,2014,9937,全國,28294765,329015,3090430,1.06
2014_1437,2014,1437,勤益控,1091670,215279,2026899,1.06
2014_2302,2014,2302,麗正,614311,119634,1613029,0.74
2014_2303,2014,2303,聯電,140012076,12141341,127303048,0.97
2014_2311,2014,2311,日月光,256591447,23592667,78715179,3.07
2014_2325,2014,2325,矽品,83071441,11731202,31163611,3.76
2014_2329,2014,2329,華泰,13831273,660706,8060158,0.82
2014_2330,2014,2330,台積電,762806465,263898794,259296624,10.18
2014_2337,2014,2337,旺宏,22414213,-6461208,35587740,-1.84
2014_2338,2014,2338,光罩,1766618,60268,2627136,0.25
2014_2342,2014,2342,茂矽,1642003,-405874,3722549,-1.09
2014_2344,2014,2344,華邦電,37989660,3075969,36949822,0.83
2014_2351,2014,2351,順德,9797857,711747,1822253,3.95
2014_2363,2014,2363,矽統,432323,-117283,6135350,-0.19
2014_2369,2014,2369,菱生,5935929,186944,3801023,0.5
2014_2379,2014,2379,瑞昱,31263298,3892502,5049513,7.71
2014_2388,2014,2388,威盛,6511106,-1568485,4933034,-3.18
2014_2401,2014,2401,凌陽,8709939,422681,5919949,0.72
2014_2408,2014,2408,南亞科,49107622,28241527,24748843,11.77
2014_2434,2014,2434,統懋,256364,270991,1106776,2.45
2014_2436,2014,2436,偉詮電,1877067,208668,2214000,0.94
2014_2441,2014,2441,超豐,10332739,2261274,5688459,3.98
2014_2449,2014,2449,京元電,16277769,2559056,11923184,2.15
2014_2451,2014,2451,創見,27219495,3735205,4307617,8.67
2014_2454,2014,2454,聯發科,213062916,46397892,15714922,30.04
2014_2458,2014,2458,義隆,7686322,1490052,4411448,3.61
2014_2481,2014,2481,強茂,17330551,107118,3848355,0.28
2014_3006,2014,3006,晶豪科,9793761,1123829,2719144,4.34
2014_3014,2014,3014,聯陽,3440965,368029,1580149,2.4
2014_3016,2014,3016,嘉晶,881528,16602,940518,0.18
2014_3034,2014,3034,聯詠,54066982,7209383,6085115,11.85
2014_3035,2014,3035,智原,5741781,678684,4142505,1.65
2014_3041,2014,3041,揚智,4647395,264650,3033041,0.9
2014_3054,2014,3054,萬國,2235930,15304,1069521,0.14
2014_3094,2014,3094,聯傑,322333,83190,832151,1
2014_3189,2014,3189,景碩,24943834,3617327,4460000,8.11
2014_3257,2014,3257,虹冠電,1004640,303142,553384,5.58
2014_3443,2014,3443,創意,6952281,438443,1340119,3.27
2014_3474,2014,3474,華亞科,82570966,52912767,65522231,8.32
2014_3519,2014,3519,綠能,15284822,-2091190,3795785,-5.54
2014_3532,2014,3532,台勝科,11147014,1086802,7756966,1.4
2014_3545,2014,3545,敦泰,9892675,144451,1400495,1.04
2014_3559,2014,3559,全智科,1330292,205432,1187218,1.74
2014_3579,2014,3579,尚志,15948182,-567121,1155973,-4.91
2014_3583,2014,3583,辛耘,2716658,246277,811390,3.04
2014_3588,2014,3588,通嘉,1073126,104137,464693,2.3
2014_3598,2014,3598,奕力,10049614,476061,719801,6.67
2014_3661,2014,3661,F-世芯,4691741,211186,634818,3.77
2014_3686,2014,3686,達能,1853771,-537100,3496758,-1.55
2014_4919,2014,4919,新唐,6821877,343090,2075544,1.65
2014_4952,2014,4952,凌通,2847345,311560,1088158,2.86
2014_5269,2014,5269,祥碩,1523927,228022,563879,4.04
2014_5285,2014,5285,界霖,2541507,209035,680000,3.12
2014_5305,2014,5305,敦南,10145521,428587,3149674,1.1
2014_5471,2014,5471,松翰,3553363,524483,1678770,3.12
2014_6202,2014,6202,盛群,3930519,791556,2261682,3.5
2014_6239,2014,6239,力成,40039445,3239521,7791466,4.24
2014_6243,2014,6243,迅杰,705908,-88447,752977,-1.19
2014_6257,2014,6257,矽格,5228447,1054116,3630894,2.9
2014_6271,2014,6271,同欣電,8337547,1510642,1629071,9.27
2014_6286,2014,6286,立錡,11930118,1498907,1485173,10.09
2014_6415,2014,6415,F-矽力,3272732,800730,773950,10.55
2014_6451,2014,6451,F-訊芯,5376274,923836,909468,10.23
2014_8016,2014,8016,矽創,7595150,711517,1191376,6.02
2014_8081,2014,8081,致新,3941557,607660,861721,7.09
2014_8110,2014,8110,華東,10015652,875940,5006680,1.76
2014_8131,2014,8131,福懋科,9204384,843427,4422222,1.91
2014_8150,2014,8150,南茂,22005131,3318633,8646193,3.86
2014_8261,2014,8261,富鼎,2061113,173421,1815693,0.96
2014_8271,2014,8271,宇瞻,10218111,491389,1365437,3.63
2014_2301,2014,2301,光寶科,230631974,6461659,23416737,2.8
2014_2305,2014,2305,全友,798731,153103,2056608,0.76
2014_2324,2014,2324,仁寶,845700752,7034081,44232366,1.63
2014_2331,2014,2331,精英,55895307,1386390,5571230,2.09
2014_2352,2014,2352,佳世達,133510923,2971068,19667820,1.51
2014_2353,2014,2353,宏碁,329684271,1790690,27965678,0.66
2014_2356,2014,2356,英業達,435599968,7097815,35874751,1.98
2014_2357,2014,2357,華碩,477408049,19470409,7427603,26.21
2014_2358,2014,2358,廷鑫,1826292,-36318,850000,-0.43
2014_2361,2014,2361,鴻友,194939,-39349,724634,-0.54
2014_2362,2014,2362,藍天,19054116,2332389,6831630,3.55
2014_2364,2014,2364,倫飛,852626,-198380,1901615,-1.08
2014_2365,2014,2365,昆盈,7598843,125348,3032503,0.42
2014_2376,2014,2376,技嘉,54541687,2397101,6288829,3.82
2014_2377,2014,2377,微星,84901773,3013861,8448562,3.57
2014_2380,2014,2380,虹光,2792406,-84962,2202244,-0.39
2014_2382,2014,2382,廣達,926321307,18884396,38626274,4.9
2014_2385,2014,2385,群光,80110692,4080939,6948654,6.22
2014_2387,2014,2387,精元,16300819,692107,3637803,1.95
2014_2395,2014,2395,研華,35731699,4907782,6312091,7.8
2014_2397,2014,2397,友通,2627071,337291,1148399,2.95
2014_2399,2014,2399,映泰,4150648,-66116,1781000,-0.37
2014_2405,2014,2405,浩鑫,6767795,-247419,3484733,-0.71
2014_2417,2014,2417,圓剛,812588,-148309,1991653,-0.75
2014_2424,2014,2424,隴華,51407,-6293,300000,-0.21
2014_2425,2014,2425,承啟,5864541,271291,1092488,2.48
2014_2442,2014,2442,新美齊,964511,132062,1834078,0.72
2014_2465,2014,2465,麗臺,2129478,-135116,1071746,-1.26
2014_3002,2014,3002,歐格,512479,78150,1020000,0.77
2014_3005,2014,3005,神基,16291585,879336,5820362,1.51
2014_3013,2014,3013,晟銘電,3017695,130052,1800000,0.72
2014_3017,2014,3017,奇鋐,24046713,728997,3533101,2.06
2014_3022,2014,3022,威強電,6371416,1480757,3283144,4.51
2014_3046,2014,3046,建碁,1133857,-317647,1205092,-2.76
2014_3057,2014,3057,喬鼎,3818253,407957,1604482,2.56
2014_3060,2014,3060,銘異,7192950,725130,1742020,4.16
2014_3231,2014,3231,緯創,592346734,3578536,24682674,1.5
2014_3416,2014,3416,融程電,1515954,233138,601815,4.12
2014_3494,2014,3494,誠研,2237532,82644,1794506,0.47
2014_3515,2014,3515,華擎,8906989,506102,1150416,4.4
2014_3701,2014,3701,大眾控,14277021,-333426,3206891,-1.04
2014_3706,2014,3706,神達,42060342,761086,7694106,1.03
2014_4915,2014,4915,致伸,52239777,1544690,4385481,3.57
2014_4916,2014,4916,事欣科,1415828,11032,678990,0.16
2014_4938,2014,4938,和碩,1019738833,14658138,25156805,6.24
2014_5215,2014,5215,F-科嘉,1978734,232645,543375,4.28
2014_5264,2014,5264,F-鎧勝,34520346,4923649,3397070,14.49
2014_6117,2014,6117,迎廣,2987845,37982,886500,0.43
2014_6128,2014,6128,上福,1857185,280284,910887,3.08
2014_6166,2014,6166,凌華,8047304,588442,1834335,3.21
2014_6172,2014,6172,互億,303390,40350,466333,0.87
2014_6206,2014,6206,飛捷,4748478,959324,1329472,7.25
2014_6230,2014,6230,超眾,5940073,570193,863434,6.6
2014_6235,2014,6235,華孚,1397804,-200986,1614526,-1.24
2014_6277,2014,6277,宏正,4897935,760474,1194711,6.37
2014_6414,2014,6414,樺漢,5052080,562161,686803,8.63
2014_8114,2014,8114,振樺電,2819475,580115,653451,8.88
2014_8163,2014,8163,達方,21577869,78119,3189020,0.24
2014_8210,2014,8210,勤誠,4472988,541272,1201260,4.52
2014_9912,2014,9912,偉聯,684372,613,538406,0.01
2014_2323,2014,2323,中環,16136590,-1726346,25815618,-0.67
2014_2340,2014,2340,光磊,6317383,561682,5456621,1.03
2014_2349,2014,2349,錸德,12353998,-3316457,26129274,-1.29
2014_2374,2014,2374,佳能,24180166,154814,4731168,0.33
2014_2393,2014,2393,億光,30569450,2167131,4285435,5.12
2014_2406,2014,2406,國碩,13287077,3400,3073964,0.01
2014_2409,2014,2409,友達,408178750,17628468,96242451,1.83
2014_2426,2014,2426,鼎元,4802080,353821,2359318,1.5
2014_2438,2014,2438,英誌,351644,2754,752159,0.04
2014_2448,2014,2448,晶電,27713156,1810334,11031787,1.98
2014_2466,2014,2466,冠西電,1272684,-120266,1438073,-0.87
2014_2475,2014,2475,華映,56391377,-3981524,64794541,-0.61
2014_2486,2014,2486,一詮,7081245,209040,2048963,1.02
2014_2489,2014,2489,瑞軒,17835363,834690,8343620,1.01
2014_2491,2014,2491,吉祥全,640046,221493,630000,3.52
2014_2499,2014,2499,東貝,9027651,386608,3206690,1.21
2014_3008,2014,3008,大立光,45810263,19438094,1341402,144.91
2014_3019,2014,3019,亞光,17708628,-333913,2810839,-1.19
2014_3024,2014,3024,憶聲,5677276,-310967,2821575,-1.12
2014_3031,2014,3031,佰鴻,2451009,90329,1966742,0.46
2014_3038,2014,3038,全台,3919890,170881,2261076,0.79
2014_3049,2014,3049,和鑫,4472664,577966,11656408,0.58
2014_3050,2014,3050,鈺德,834767,-64342,1780671,-0.36
2014_3051,2014,3051,力特,4105007,536840,3253324,1.65
2014_3059,2014,3059,華晶科,15431081,275335,2701358,0.8
2014_3149,2014,3149,正達,7894843,-2132341,2687829,-7.93
2014_3356,2014,3356,奇偶,2222014,489784,699797,7
2014_3383,2014,3383,新世紀,4056898,118390,3427625,0.38
2014_3406,2014,3406,玉晶光,10361274,-693478,997711,-6.95
2014_3437,2014,3437,榮創,7114256,422013,1464370,3.07
2014_3454,2014,3454,晶睿,3682127,367873,739677,5.01
2014_3481,2014,3481,群創,428661898,21676759,99545364,2.31
2014_3504,2014,3504,揚明光,5005603,192718,1140598,1.69
2014_3514,2014,3514,昱晶,15567447,-378129,4076190,-0.93
2014_3535,2014,3535,晶彩科,740537,-36507,785978,-0.46
2014_3536,2014,3536,誠創,1383276,-497307,868000,-5.73
2014_3557,2014,3557,嘉威,862624,-387055,1094342,-3.54
2014_3561,2014,3561,昇陽科,9641538,152020,3715844,0.42
2014_3573,2014,3573,穎台,4143742,-280891,1400465,-1.96
2014_3576,2014,3576,新日光,27580249,218562,8562770,0.28
2014_3584,2014,3584,介面,9875885,-468004,1376682,-3.4
2014_3591,2014,3591,艾笛森,2947217,-42958,1327632,-0.34
2014_3593,2014,3593,力銘,92060,-206774,1127431,-1.83
2014_3622,2014,3622,洋華,5193816,-1803900,1513276,-11.92
2014_3669,2014,3669,圓展,1825611,21010,982370,0.2
2014_3673,2014,3673,F-TPK,129516919,277067,3312948,0.84
2014_3698,2014,3698,隆達,14517137,629860,6229538,1.17
2014_4934,2014,4934,太極,6553928,175184,2765450,0.66
2014_4935,2014,4935,F-茂林,6241573,582437,1394251,4.52
2014_4942,2014,4942,嘉彰,9440661,393741,1523046,2.59
2014_4956,2014,4956,光鋐,1560960,115399,1004082,1.15
2014_4960,2014,4960,奇美材,15818286,2248561,5157285,4.36
2014_4976,2014,4976,佳凌,1498823,-37120,1060000,-0.36
2014_5234,2014,5234,達興,3330925,303844,933781,3.25
2014_5243,2014,5243,F-乙盛,9845780,544199,1805289,3.01
2014_5259,2014,5259,清惠,545292,-179346,720336,-2.5
2014_5484,2014,5484,慧友,1639401,-124422,1185079,-1.08
2014_6116,2014,6116,彩晶,23674608,540924,33011909,0.16
2014_6120,2014,6120,達運,43817653,1290190,7812451,2.41
2014_6131,2014,6131,悠克,480848,-149309,964205,-1.55
2014_6164,2014,6164,華興,1802397,131826,1183032,1.11
2014_6168,2014,6168,宏齊,5448553,365880,2051615,1.82
2014_6176,2014,6176,瑞儀,51371790,3726484,4650273,8.01
2014_6209,2014,6209,今國光,4269456,-139057,1625757,-0.86
2014_6225,2014,6225,天瀚,141656,-141498,852548,-2.16
2014_6226,2014,6226,光鼎,1030373,29209,921393,0.34
2014_6278,2014,6278,台表科,33961612,1061754,2813318,3.78
2014_6289,2014,6289,華上,199751,-418350,2692604,-1.55
2014_6405,2014,6405,悅城,1904335,364644,658000,5.54
2014_6431,2014,6431,F-光麗,1000248,73655,456428,1.84
2014_8072,2014,8072,陞泰,1916473,284741,1000000,2.85
2014_8105,2014,8105,凌巨,13254873,86913,4415449,0.2
2014_8215,2014,8215,明基材,16517112,1060022,3206745,3.31
2014_2314,2014,2314,台揚,6263053,-538888,3352858,-1.35
2014_2321,2014,2321,東訊,6164727,-85976,6306652,-0.29
2014_2332,2014,2332,友訊,30305802,61543,6477557,0.1
2014_2345,2014,2345,智邦,22847900,643535,5340804,1.21
2014_2412,2014,2412,中華電,226608686,38616176,77574465,4.98
2014_2419,2014,2419,仲琦,6122613,148621,2405487,0.64
2014_2439,2014,2439,美律,12315998,1243946,1850273,6.72
2014_2444,2014,2444,友旺,1632704,48452,854375,0.57
2014_2450,2014,2450,神腦,41351759,549963,2582527,2.13
2014_2455,2014,2455,全新,2073370,468411,2465412,1.9
2014_2485,2014,2485,兆赫,7687767,606052,3176890,1.91
2014_2496,2014,2496,卓越,108213,-90881,391336,-2.32
2014_2498,2014,2498,宏達電,187911200,1483046,8349521,1.8
2014_3025,2014,3025,星通,532353,12343,709206,0.17
2014_3027,2014,3027,盛達,1180274,34747,966677,0.36
2014_3045,2014,3045,台灣大,112623879,15005428,34208328,5.56
2014_3047,2014,3047,訊舟,6135741,128147,1988890,0.66
2014_3062,2014,3062,建漢,16078996,341383,3295814,1.05
2014_3311,2014,3311,閎暉,4502520,-1382639,1893838,-7.31
2014_3380,2014,3380,明泰,23277512,535773,4971271,1.1
2014_3419,2014,3419,譁裕,2074092,-35854,1240794,-0.29
2014_3596,2014,3596,智易,17428035,692255,1641828,4.29
2014_3682,2014,3682,亞太電,16302527,-8412424,38885155,-2.35
2014_3694,2014,3694,海華,5394897,-562437,1298388,-4.33
2014_3704,2014,3704,合勤控,21260772,174379,4887613,0.37
2014_4904,2014,4904,遠傳,94175600,11484149,32585008,3.52
2014_4906,2014,4906,正文,17684261,71644,3153099,0.23
2014_4977,2014,4977,F-眾達,1779934,252682,505313,5
2014_4984,2014,4984,F-科納,1116147,112416,453214,2.49
2014_5388,2014,5388,中磊,23192689,949302,2299623,4.21
2014_6136,2014,6136,富爾特,711465,232191,1155364,2.01
2014_6142,2014,6142,友勁,5134566,-242243,2725397,-0.9
2014_6152,2014,6152,百一,7426568,-276747,1724005,-1.61
2014_6216,2014,6216,居易,1031387,185536,770451,2.43
2014_6283,2014,6283,淳安,1297857,-509953,1448805,-3.72
2014_6285,2014,6285,啟碁,40326918,1376388,3287634,4.28
2014_8011,2014,8011,台通,2048366,121046,936943,1.38
2014_8101,2014,8101,華冠,27042571,185490,4187636,0.45
2014_1471,2014,1471,首利,3857161,-78640,2014677,-0.39
2014_1582,2014,1582,信錦,10062566,855859,1498564,5.71
2014_2059,2014,2059,川湖,4282201,1808796,952971,18.98
2014_2308,2014,2308,台達電,190635120,20698900,24375433,8.49
2014_2313,2014,2313,華通,33849513,1986648,11918206,1.67
2014_2316,2014,2316,楠梓電,7330236,364110,3191206,1.15
2014_2327,2014,2327,國巨,27026984,3863046,6678919,2.3
2014_2328,2014,2328,廣宇,17181487,209472,5183462,0.4
2014_2355,2014,2355,敬鵬,21303660,1768992,3974954,4.45
2014_2367,2014,2367,燿華,13875993,512356,5663184,0.9
2014_2368,2014,2368,金像電,20084206,628610,5649129,1.13
2014_2375,2014,2375,智寶,1632311,122760,950154,1
2014_2383,2014,2383,台光電,18884745,1538696,3159941,4.91
2014_2392,2014,2392,正崴,91068480,1785792,5123269,3.5
2014_2402,2014,2402,毅嘉,11226318,1069672,3407031,3.22
2014_2413,2014,2413,環科,4324849,53430,1273592,0.42
2014_2415,2014,2415,錩新,2133856,184537,911774,2.02
2014_2420,2014,2420,新巨,3406468,585780,1526487,3.84
2014_2421,2014,2421,建準,9533345,379386,2509297,1.51
2014_2428,2014,2428,興勤,4555972,618721,1272231,4.87
2014_2429,2014,2429,銘旺科,823483,-99815,368000,-2.71
2014_2431,2014,2431,聯昌,4307917,142356,1109270,1.28
2014_2437,2014,2437,旺詮,3525888,340812,607688,5.8
2014_2440,2014,2440,太空梭,2535812,-11217,1391173,-0.08
2014_2443,2014,2443,新利虹,347360,-124892,1456870,-0.86
2014_2456,2014,2456,奇力新,3949305,363847,1269692,2.7
2014_2457,2014,2457,飛宏,12435980,147847,2776884,0.53
2014_2460,2014,2460,建通,3945079,87840,1715980,0.51
2014_2462,2014,2462,良得電,4496149,151029,1053374,1.48
2014_2467,2014,2467,志聖,3740395,243189,1587445,1.53
2014_2472,2014,2472,立隆電,6071950,555045,1543469,3.6
2014_2476,2014,2476,鉅祥,4741800,383392,1800523,1.74
2014_2478,2014,2478,大毅,4038193,171259,2649344,0.67
2014_2483,2014,2483,百容,1634356,181319,1133338,1.63
2014_2484,2014,2484,希華,2728475,288945,1594210,1.83
2014_2492,2014,2492,華新科,14483334,550916,6830634,0.81
2014_2493,2014,2493,揚博,2359316,374998,1144373,3.28
2014_3003,2014,3003,健和興,3057172,388320,1526090,2.59
2014_3011,2014,3011,今皓,2324378,-70223,1127192,-0.62
2014_3015,2014,3015,全漢,15774260,401263,2344658,1.71
2014_3021,2014,3021,鴻名,1648510,80281,1082594,0.75
2014_3023,2014,3023,信邦,11642719,793752,2076709,3.82
2014_3026,2014,3026,禾伸堂,16024893,904408,2235481,4.05
2014_3032,2014,3032,偉訓,3429139,213202,1032856,2.06
2014_3037,2014,3037,欣興,61755106,497179,15386060,0.32
2014_3042,2014,3042,晶技,9526243,995174,3097570,3.21
2014_3044,2014,3044,健鼎,42433278,2636872,5256059,5.02
2014_3058,2014,3058,立德,5362764,18572,1715194,0.11
2014_3090,2014,3090,日電貿,8543448,360997,1590184,2.44
2014_3229,2014,3229,晟鈦,817541,49224,935159,0.53
2014_3296,2014,3296,勝德,2948597,41349,1121164,0.37
2014_3308,2014,3308,聯德,1904671,-33383,999496,-0.33
2014_3338,2014,3338,泰碩,2630352,165983,697500,2.38
2014_3376,2014,3376,新日興,7906320,1135519,1787253,6.36
2014_3432,2014,3432,台端,1330070,41245,665860,0.63
2014_3501,2014,3501,維熹,5357889,459345,1157649,4.03
2014_3533,2014,3533,嘉澤,8303956,1077576,934779,11.53
2014_3550,2014,3550,聯穎,4107407,103186,850000,1.21
2014_3605,2014,3605,宏致,4133375,448395,1240759,3.65
2014_3607,2014,3607,谷崧,9544086,718804,1192244,6.05
2014_3645,2014,3645,達邁,1458905,238341,1173882,2.03
2014_3653,2014,3653,健策,3713612,406531,1068242,3.83
2014_3679,2014,3679,新至陞,4078160,291220,802653,3.67
2014_4958,2014,4958,F-臻鼎,75953540,6734684,7386311,9.12
2014_4999,2014,4999,鑫禾,2408259,501780,744172,6.74
2014_5469,2014,5469,瀚宇博,48662451,705560,4554362,1.57
2014_6108,2014,6108,競國,8958933,330578,1598993,2.07
2014_6115,2014,6115,鎰勝,7572577,610787,1777291,3.5
2014_6133,2014,6133,金橋,1186814,48214,1170064,0.46
2014_6141,2014,6141,柏承,3103907,13596,1330645,0.1
2014_6153,2014,6153,嘉聯益,16119025,407196,3247937,1.25
2014_6155,2014,6155,鈞寶,673016,121461,839923,1.45
2014_6165,2014,6165,捷泰,397012,-131771,950091,-1.39
2014_6191,2014,6191,精成科,30057535,135107,5315469,0.25
2014_6197,2014,6197,佳必琪,4636807,314976,1734478,1.82
2014_6205,2014,6205,詮欣,2531570,263800,718391,3.67
2014_6213,2014,6213,聯茂,20145767,529668,3273652,1.62
2014_6224,2014,6224,聚鼎,1606737,400681,800018,5.01
2014_6251,2014,6251,定穎,10755314,243927,2860594,0.85
2014_6269,2014,6269,台郡,13071783,1486525,2225691,6.71
2014_6282,2014,6282,康舒,24084814,1100657,5236493,2.11
2014_6412,2014,6412,群電,27013224,1128575,3588533,3.16
2014_6422,2014,6422,F-君耀,1959789,215156,349060,6.97
2014_6449,2014,6449,鈺邦,1497480,203034,731901,3.05
2014_8039,2014,8039,台虹,10127720,882421,2042678,4.32
2014_8046,2014,8046,南電,34967522,1614771,6461655,2.5
2014_8103,2014,8103,瀚荃,3085711,391250,762789,5.18
2014_8213,2014,8213,志超,23868584,1579156,2750139,5.82
2014_8249,2014,8249,菱光,5374179,308496,1270550,2.43
2014_2347,2014,2347,聯強,331532594,5024099,15885209,3.16
2014_2348,2014,2348,海悅,1850789,353301,856000,4.13
2014_2414,2014,2414,精技,15431111,251831,1617358,1.56
2014_2430,2014,2430,燦坤,23384140,110642,1674631,0.66
2014_2459,2014,2459,敦吉,10633688,468712,1136606,3.48
2014_3010,2014,3010,華立,39900750,1273607,2313901,5.5
2014_3028,2014,3028,增你強,27931198,365042,2137999,1.71
2014_3033,2014,3033,威健,39932743,505913,2689006,1.94
2014_3036,2014,3036,文曄,107766685,1837202,3544434,5.18
2014_3040,2014,3040,遠見,241528,563667,630000,6.42
2014_3048,2014,3048,益登,61012033,453083,1762083,2.61
2014_3055,2014,3055,蔚華科,3443605,287260,1319387,2.25
2014_3209,2014,3209,全科,22262754,322707,1038427,3.11
2014_3312,2014,3312,弘憶股,18319441,88209,951761,0.93
2014_3315,2014,3315,宣昶,9184564,143670,702813,2.04
2014_3702,2014,3702,大聯大,452471998,5807176,16557092,3.51
2014_5434,2014,5434,崇越,18092281,859697,1579094,5.44
2014_6145,2014,6145,勁永,7548517,135209,3255333,0.42
2014_6189,2014,6189,豐藝,20455178,622771,1790452,3.48
2014_6281,2014,6281,全國電,15938305,426896,991729,4.3
2014_8070,2014,8070,長華,17361628,417151,794147,5.29
